IPAddress,startDate,endDate,Consent,MturkID,instrTime,Condition,Scenario,causeQuestion,time,Blame,Cause,mediateTime,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,conditionText,questionText
76.124.133.217,4/9/2014 20:03,4/9/2014 20:06,1,A1UUNYHX3M8O3O,1.642,0,4,0,34.51,3,5,3.748,Douglas went over to speak to the harvesters about better working conditions. The talk didn't go well and a riot ended up breaking out.,27,1,5,,2,7,Orange Riot No Manipulation,Situ
24.23.184.86,4/9/2014 20:06,4/9/2014 20:08,1,A2HN3PHZS8FN2O,0.93,0,4,1,2.608,6,4,1.977,Douglas went to an orange farm to incite workers.  He caused a riot by making the workers fear job loss.,18,1,5,,2,3,Orange Riot No Manipulation,Made
139.84.229.82,4/9/2014 20:07,4/9/2014 20:09,1,A381R24ULOH4U9,0.942,0,4,0,14.01,2,6,5.716,Dave tried to get the farmers to revolt. They were threatened with homelessness if they didnt,22,1,1,,5,6,Orange Riot No Manipulation,Situ
50.131.255.85,4/9/2014 20:12,4/9/2014 20:15,1,A1SWXA3ILQ2EZ,6.582,0,4,0,68.578,7,6,7.22,Douglas felt the orange harvesters were not being fairly compensated. He tells them and a riot insues.,24,1,2,,5,4,Orange Riot No Manipulation,Situ
184.76.133.16,4/9/2014 20:19,4/9/2014 20:25,1,A22C0PJUBFJTI0,3.648,0,4,0,38.004,5,6,6.879,investor told harvester to fight for better working conditions  a truck was tipped over .,30,1,5,,6,5,Orange Riot No Manipulation,Situ
108.213.156.95,4/9/2014 20:27,4/9/2014 20:30,1,A3HQ620MQ8QT4J,3.745,0,4,1,78.988,4,6,2.916,the boss made the people angry by telling them they could be replace,23,1,2,,2,9,Orange Riot No Manipulation,Made
161.6.196.221,4/9/2014 20:30,4/9/2014 20:35,1,A1H9F4A6L3EWO2,9.107,0,4,0,67.676,4,3,6.426,The guy who is wealthy and enjoys going to local produce farms warns the workers on his favorite that their jobs may soon be lost to cheaper immigrant workers.,20,1,5,,4,6,Orange Riot No Manipulation,Situ
76.30.87.23,4/9/2014 20:35,4/9/2014 20:38,1,A2XQ0S2PENMEE4,3.307,0,4,0,39.226,7,5,5.961,He tried to improve conditions for the harvesters. They reacted irrationally to the thought of losing their jobs. ,27,1,5,,4,7,Orange Riot No Manipulation,Situ
98.154.233.83,4/9/2014 20:37,4/9/2014 20:40,1,A1Y6U48K90CL87,2.114,0,4,1,32.581,6,7,2.405,A wealthy man who predicts market prices on produce gets bored and unsatisfied with his life. He tries to organize a group of workers to get them to demand better working conditions. They riot and cause damage to the farm.,21,1,3,,5,8,Orange Riot No Manipulation,Made
71.183.62.119,4/9/2014 20:41,4/9/2014 20:43,1,AM35S53BCG3L5,1.199,0,4,0,47.415,7,7,5.859,Douglas threatened the workers that they might lose their jobs so as a result the workers riot.,21,1,3,,4,6,Orange Riot No Manipulation,Situ
24.131.32.30,4/9/2014 20:44,4/9/2014 20:47,1,A1420U4U47LYSK,1.344,0,4,0,47.489,3,6,5.758,Douglas's job was to manage the apples and oranges stocks  and he cared much about them  and would visit regularly. He told them at one point that it wasn't going well  so all the farmers went nuts and rioted,20,2,5,,4,6,Orange Riot No Manipulation,Situ
207.223.31.157,4/9/2014 20:50,4/9/2014 20:54,1,AJUBNSU16BHOE,6.664,0,4,1,72.025,7,2,5.631,Douglass makes money predicting fruit prices.  He's concerned about harvester conditions  speaks with them about it and they riot.,49,1,5,,5,6,Orange Riot No Manipulation,Made
71.160.11.33,4/9/2014 20:56,4/9/2014 20:59,1,A30NC018LANBAR,5.793,0,4,1,41.403,7,1,5.234,Douglas wants to help the current farmers. The farmers hear the information from Douglas and reacts completely different that what Douglas intended  which hurts the farmers.,23,1,3,,5,,Orange Riot No Manipulation,Made
66.90.186.159,4/9/2014 21:03,4/9/2014 21:12,1,A2DIHPGIJBYMI0,2.259,0,4,0,79.567,3,5,30.692,Douglas tells harvester about their bad situation ---> riot breaks out --->  truck explodes ---> part of the farm burns,24,2,5,,4,5,Orange Riot No Manipulation,Situ
50.15.189.205,4/9/2014 21:15,4/9/2014 21:19,1,A3MG9A6MOPIBCH,4.299,0,4,1,12.614,6,5,4.502,Doug predicts market prices  he encourages farmers to demand better working conditions and tells them they could potentially lose their homes. The farmers got out of hand and overturned a truck  explosion  farm burnt.,20,2,5,,4,9,Orange Riot No Manipulation,Made
207.62.170.210,4/9/2014 21:19,4/9/2014 21:21,1,AAY2FRU323ZF0,2.177,0,4,1,26.721,7,5,2.438,Doug went to talk some harvesters and made a speech about how they weren't being treated fairly and that cheap immigrant labor would take their jobs.  The harvesters then rioted and caused a ton of damage to the farm.,18,1,3,,4,3,Orange Riot No Manipulation,Made
